Year,Month,Monthly_Anomaly,Monthly_Unc,Annual_Anomaly,Annual_Unc,FiveYear_Anomaly,FiveYear_Unc,TenYear_Anomaly,TenYear_Unc,TwentyYear_Anomaly,TwentyYear_Unc
1898,8,-0.36,0.248,-0.34,0.126,-0.198,0.123,-0.259,0.129,-0.319,0.114
1898,9,-0.282,0.1,-0.329,0.12,-0.195,0.124,-0.26,0.128,-0.32,0.114
1898,10,-0.42,0.131,-0.321,0.122,-0.19,0.126,-0.262,0.129,-0.321,0.114
1898,11,-0.366,0.212,-0.31,0.141,-0.187,0.129,-0.264,0.13,-0.323,0.115
1898,12,-0.513,0.308,-0.321,0.146,-0.187,0.134,-0.266,0.131,-0.325,0.115
1899,1,-0.265,0.37,-0.32,0.138,-0.189,0.135,-0.267,0.132,-0.328,0.115
1899,2,-0.324,0.252,-0.3,0.143,-0.191,0.136,-0.269,0.134,-0.33,0.115
1899,3,-0.313,0.158,-0.287,0.141,-0.192,0.138,-0.27,0.134,-0.333,0.115
1899,4,-0.265,0.232,-0.261,0.134,-0.196,0.138,-0.271,0.134,-0.336,0.116
1899,5,-0.197,0.352,-0.233,0.14,-0.198,0.138,-0.273,0.134,-0.338,0.116
1899,6,-0.322,0.307,-0.208,0.132,-0.201,0.137,-0.272,0.133,-0.339,0.116
1899,7,-0.208,0.23,-0.211,0.118,-0.203,0.137,-0.275,0.133,-0.34,0.115
1899,8,-0.124,0.204,-0.176,0.116,-0.201,0.136,-0.277,0.134,-0.34,0.115
1899,9,-0.131,0.145,-0.156,0.121,-0.205,0.137,-0.278,0.135,-0.34,0.115
1899,10,-0.104,0.164,-0.143,0.132,-0.208,0.135,-0.279,0.135,-0.34,0.115
1899,11,-0.032,0.278,-0.14,0.141,-0.212,0.136,-0.279,0.135,-0.341,0.115
1899,12,-0.214,0.146,-0.117,0.149,-0.215,0.14,-0.279,0.135,-0.342,0.115
1900,1,-0.301,0.204,-0.114,0.146,-0.219,0.142,-0.279,0.134,-0.342,0.115
1900,2,0.1,0.163,-0.119,0.146,-0.224,0.143,-0.281,0.134,-0.342,0.116
1900,3,-0.077,0.249,-0.117,0.155,-0.226,0.143,-0.282,0.135,-0.342,0.116
1900,4,-0.105,0.367,-0.108,0.168,-0.232,0.144,-0.284,0.136,-0.343,0.117
1900,5,-0.163,0.29,-0.125,0.162,-0.235,0.146,-0.284,0.138,-0.343,0.117
1900,6,-0.046,0.405,-0.117,0.163,-0.239,0.146,-0.284,0.138,-0.343,0.117
1900,7,-0.169,0.185,-0.116,0.167,-0.242,0.147,-0.284,0.137,-0.342,0.118
1900,8,-0.182,0.249,-0.139,0.169,-0.239,0.149,-0.285,0.138,-0.342,0.118
1900,9,-0.107,0.225,-0.141,0.171,-0.237,0.15,-0.285,0.138,-0.342,0.118
1900,10,-0.004,0.285,-0.136,0.174,-0.24,0.151,-0.285,0.139,-0.342,0.118
1900,11,-0.237,0.158,-0.125,0.18,-0.241,0.151,-0.286,0.14,-0.342,0.118
1900,12,-0.114,0.171,-0.13,0.177,-0.244,0.152,-0.286,0.141,-0.343,0.119
1901,1,-0.289,0.226,-0.131,0.186,-0.248,0.154,-0.287,0.141,-0.344,0.119
1901,2,-0.171,0.206,-0.131,0.19,-0.253,0.157,-0.287,0.142,-0.344,0.119
1901,3,-0.104,0.302,-0.145,0.194,-0.257,0.156,-0.286,0.142,-0.345,0.119
1901,4,-0.049,0.401,-0.173,0.193,-0.259,0.159,-0.284,0.142,-0.346,0.119
1901,5,-0.022,0.394,-0.184,0.203,-0.263,0.161,-0.285,0.143,-0.347,0.12
1901,6,-0.115,0.351,-0.196,0.208,-0.264,0.161,-0.286,0.144,-0.348,0.12
1901,7,-0.176,0.254,-0.194,0.207,-0.271,0.16,-0.286,0.143,-0.349,0.12
1901,8,-0.183,0.268,-0.188,0.202,-0.277,0.162,-0.288,0.144,-0.349,0.12
1901,9,-0.28,0.205,-0.208,0.199,-0.28,0.163,-0.289,0.145,-0.35,0.12
1901,10,-0.334,0.226,-0.227,0.191,-0.284,0.163,-0.29,0.144,-0.35,0.12
1901,11,-0.368,0.282,-0.25,0.188,-0.29,0.163,-0.291,0.144,-0.349,0.119
1901,12,-0.256,0.178,-0.265,0.189,-0.292,0.162,-0.293,0.143,-0.349,0.12
1902,1,-0.268,0.224,-0.276,0.195,-0.297,0.162,-0.295,0.143,-0.349,0.12
1902,2,-0.103,0.195,-0.294,0.188,-0.303,0.162,-0.298,0.143,-0.349,0.12
1902,3,-0.347,0.23,-0.296,0.181,-0.309,0.165,-0.3,0.143,-0.349,0.12
1902,4,-0.278,0.267,-0.309,0.191,-0.316,0.168,-0.303,0.141,-0.348,0.121
1902,5,-0.299,0.354,-0.32,0.188,-0.321,0.167,-0.307,0.141,-0.348,0.121
1902,6,-0.287,0.288,-0.341,0.192,-0.324,0.168,-0.309,0.141,-0.347,0.121
1902,7,-0.314,0.282,-0.341,0.198,-0.327,0.166,-0.312,0.141,-0.346,0.121
1902,8,-0.391,0.272,-0.353,0.207,-0.34,0.167,-0.315,0.141,-0.346,0.122
1902,9,-0.308,0.165,-0.351,0.211,-0.346,0.166,-0.317,0.141,-0.346,0.122
1902,10,-0.489,0.303,-0.372,0.208,-0.352,0.165,-0.319,0.141,-0.347,0.122
1902,11,-0.503,0.267,-0.381,0.192,-0.355,0.165,-0.321,0.141,-0.346,0.122
1902,12,-0.504,0.27,-0.386,0.184,-0.358,0.159,-0.323,0.142,-0.345,0.121
1903,1,-0.27,0.28,-0.398,0.183,-0.359,0.157,-0.326,0.141,-0.344,0.121
1903,2,-0.245,0.264,-0.423,0.181,-0.361,0.159,-0.325,0.143,-0.344,0.121
1903,3,-0.322,0.27,-0.44,0.176,-0.365,0.159,-0.327,0.144,-0.345,0.121
1903,4,-0.538,0.247,-0.443,0.175,-0.37,0.16,-0.329,0.145,-0.344,0.121
1903,5,-0.405,0.202,-0.451,0.168,-0.372,0.162,-0.33,0.144,-0.345,0.121
1903,6,-0.348,0.379,-0.461,0.169,-0.375,0.163,-0.331,0.145,-0.345,0.121
1903,7,-0.459,0.26,-0.494,0.17,-0.374,0.163,-0.332,0.145,-0.345,0.121
1903,8,-0.681,0.281,-0.528,0.18,-0.377,0.164,-0.333,0.145,-0.345,0.121
1903,9,-0.511,0.206,-0.544,0.182,-0.377,0.164,-0.334,0.145,-0.346,0.121
1903,10,-0.535,0.252,-0.543,0.177,-0.378,0.163,-0.334,0.146,-0.346,0.12
1903,11,-0.598,0.274,-0.552,0.181,-0.383,0.161,-0.337,0.147,-0.346,0.121
1903,12,-0.618,0.27,-0.56,0.179,-0.384,0.158,-0.337,0.147,-0.344,0.121
1904,1,-0.669,0.244,-0.564,0.172,-0.384,0.156,-0.341,0.146,-0.342,0.121
1904,2,-0.658,0.321,-0.547,0.166,-0.385,0.155,-0.343,0.146,-0.342,0.122
1904,3,-0.508,0.216,-0.549,0.175,-0.386,0.154,-0.345,0.146,-0.342,0.122
1904,4,-0.521,0.193,-0.545,0.17,-0.384,0.153,-0.348,0.146,-0.341,0.121
1904,5,-0.517,0.195,-0.524,0.163,-0.384,0.152,-0.35,0.144,-0.341,0.12
1904,6,-0.439,0.291,-0.507,0.157,-0.385,0.152,-0.351,0.142,-0.34,0.12
1904,7,-0.514,0.187,-0.489,0.149,-0.388,0.151,-0.354,0.141,-0.34,0.12
1904,8,-0.473,0.212,-0.489,0.144,-0.395,0.153,-0.355,0.141,-0.34,0.119
1904,9,-0.537,0.259,-0.486,0.142,-0.395,0.152,-0.357,0.141,-0.339,0.119
1904,10,-0.485,0.216,-0.482,0.149,-0.397,0.152,-0.36,0.142,-0.338,0.12
1904,11,-0.348,0.158,-0.465,0.157,-0.401,0.149,-0.364,0.142,-0.337,0.119
1904,12,-0.41,0.199,-0.447,0.149,-0.404,0.147,-0.366,0.142,-0.336,0.119
1905,1,-0.463,0.122,-0.424,0.14,-0.405,0.144,-0.367,0.143,-0.335,0.118
1905,2,-0.658,0.227,-0.412,0.149,-0.406,0.143,-0.372,0.144,-0.334,0.118
1905,3,-0.469,0.235,-0.397,0.147,-0.408,0.144,-0.375,0.144,-0.333,0.118
1905,4,-0.471,0.274,-0.381,0.155,-0.405,0.142,-0.379,0.143,-0.332,0.117
1905,5,-0.313,0.318,-0.381,0.164,-0.406,0.141,-0.381,0.141,-0.331,0.117
1905,6,-0.219,0.328,-0.371,0.164,-0.406,0.141,-0.384,0.14,-0.33,0.118
1905,7,-0.237,0.178,-0.354,0.173,-0.41,0.139,-0.386,0.139,-0.329,0.117
1905,8,-0.332,0.332,-0.324,0.17,-0.412,0.14,-0.388,0.139,-0.329,0.117
1905,9,-0.357,0.188,-0.298,0.166,-0.417,0.142,-0.39,0.139,-0.328,0.116
1905,10,-0.293,0.269,-0.266,0.16,-0.418,0.142,-0.394,0.138,-0.328,0.116
1905,11,-0.349,0.293,-0.267,0.156,-0.418,0.141,-0.397,0.139,-0.328,0.116
1905,12,-0.289,0.203,-0.262,0.16,-0.419,0.143,-0.401,0.139,-0.328,0.116
1906,1,-0.259,0.199,-0.257,0.169,-0.417,0.14,-0.404,0.138,-0.328,0.115
1906,2,-0.303,0.243,-0.25,0.159,-0.414,0.137,-0.408,0.138,-0.327,0.116
1906,3,-0.156,0.214,-0.247,0.163,-0.412,0.137,-0.412,0.138,-0.327,0.116
1906,4,-0.085,0.222,-0.242,0.155,-0.41,0.136,-0.416,0.136,-0.327,0.116
1906,5,-0.33,0.26,-0.244,0.154,-0.411,0.137,-0.42,0.135,-0.328,0.116
1906,6,-0.15,0.167,-0.244,0.162,-0.41,0.136,-0.423,0.134,-0.329,0.116
1906,7,-0.18,0.196,-0.26,0.158,-0.411,0.136,-0.426,0.133,-0.329,0.116
1906,8,-0.245,0.282,-0.278,0.152,-0.409,0.135,-0.429,0.132,-0.331,0.116
1906,9,-0.33,0.199,-0.294,0.148,-0.41,0.135,-0.43,0.13,-0.331,0.116
1906,10,-0.224,0.187,-0.323,0.143,-0.411,0.135,-0.43,0.129,-0.333,0.116
1906,11,-0.379,0.301,-0.34,0.137,-0.411,0.132,-0.429,0.128,-0.334,0.116
1906,12,-0.291,0.229,-0.364,0.141,-0.411,0.129,-0.429,0.127,-0.337,0.115
1907,1,-0.442,0.158,-0.38,0.133,-0.411,0.127,-0.429,0.127,-0.339,0.115
1907,2,-0.529,0.253,-0.399,0.13,-0.408,0.126,-0.429,0.127,-0.341,0.115
1907,3,-0.345,0.172,-0.41,0.128,-0.406,0.124,-0.429,0.127,-0.344,0.115
1907,4,-0.432,0.173,-0.417,0.131,-0.405,0.124,-0.429,0.126,-0.345,0.114
1907,5,-0.538,0.173,-0.43,0.127,-0.407,0.124,-0.429,0.125,-0.347,0.113
1907,6,-0.431,0.193,-0.448,0.124,-0.409,0.125,-0.428,0.124,-0.348,0.113
1907,7,-0.372,0.182,-0.452,0.124,-0.407,0.128,-0.428,0.123,-0.349,0.113
1907,8,-0.475,0.212,-0.439,0.127,-0.404,0.129,-0.429,0.123,-0.35,0.113
1907,9,-0.458,0.214,-0.462,0.142,-0.405,0.129,-0.431,0.123,-0.35,0.112
1907,10,-0.309,0.178,-0.477,0.149,-0.406,0.129,-0.431,0.121,-0.351,0.112
1907,11,-0.536,0.262,-0.467,0.143,-0.407,0.126,-0.431,0.121,-0.352,0.112
1907,12,-0.51,0.28,-0.464,0.156,-0.411,0.128,-0.43,0.12,-0.354,0.112
1908,1,-0.493,0.253,-0.46,0.151,-0.413,0.129,-0.432,0.12,-0.356,0.111
1908,2,-0.365,0.249,-0.461,0.148,-0.414,0.126,-0.434,0.119,-0.357,0.111
1908,3,-0.629,0.28,-0.456,0.143,-0.415,0.126,-0.436,0.119,-0.357,0.111
1908,4,-0.605,0.256,-0.467,0.149,-0.417,0.123,-0.434,0.119,-0.358,0.11
1908,5,-0.421,0.246,-0.474,0.155,-0.422,0.123,-0.434,0.119,-0.358,0.11
1908,6,-0.398,0.299,-0.48,0.145,-0.428,0.123,-0.435,0.12,-0.359,0.11
1908,7,-0.323,0.163,-0.499,0.142,-0.433,0.122,-0.434,0.119,-0.359,0.11
1908,8,-0.49,0.164,-0.512,0.138,-0.439,0.122,-0.431,0.118,-0.359,0.111
1908,9,-0.399,0.156,-0.509,0.128,-0.446,0.122,-0.431,0.118,-0.359,0.111
1908,10,-0.433,0.216,-0.507,0.123,-0.455,0.123,-0.429,0.117,-0.357,0.111
1908,11,-0.624,0.273,-0.514,0.119,-0.457,0.124,-0.427,0.117,-0.357,0.11
1908,12,-0.582,0.146,-0.518,0.11,-0.463,0.124,-0.422,0.116,-0.356,0.11
1909,1,-0.718,0.178,-0.533,0.113,-0.468,0.124,-0.418,0.116,-0.355,0.109
1909,2,-0.528,0.207,-0.518,0.113,-0.473,0.123,-0.414,0.115,-0.355,0.109
1909,3,-0.589,0.18,-0.518,0.111,-0.475,0.122,-0.413,0.115,-0.355,0.108
1909,4,-0.582,0.175,-0.518,0.104,-0.476,0.122,-0.411,0.115,-0.355,0.108
1909,5,-0.507,0.261,-0.504,0.096,-0.475,0.121,-0.41,0.114,-0.355,0.107
1909,6,-0.437,0.262,-0.5,0.105,-0.473,0.121,-0.408,0.113,-0.355,0.107
1909,7,-0.508,0.173,-0.471,0.114,-0.469,0.121,-0.405,0.113,-0.355,0.106
1909,8,-0.312,0.151,-0.466,0.12,-0.463,0.121,-0.402,0.112,-0.356,0.106
1909,9,-0.396,0.208,-0.459,0.119,-0.464,0.122,-0.4,0.112,-0.357,0.106
1909,10,-0.438,0.135,-0.456,0.124,-0.461,0.122,-0.396,0.112,-0.358,0.107
1909,11,-0.449,0.169,-0.447,0.129,-0.457,0.123,-0.395,0.111,-0.359,0.107
1909,12,-0.536,0.23,-0.446,0.135,-0.452,0.125,-0.393,0.111,-0.36,0.107
1910,1,-0.373,0.307,-0.434,0.145,-0.451,0.124,-0.391,0.111,-0.36,0.107
1910,2,-0.465,0.302,-0.442,0.151,-0.451,0.123,-0.387,0.11,-0.361,0.107
1910,3,-0.511,0.214,-0.443,0.16,-0.453,0.122,-0.383,0.109,-0.362,0.107
1910,4,-0.543,0.262,-0.442,0.166,-0.457,0.121,-0.38,0.107,-0.362,0.107
1910,5,-0.393,0.206,-0.457,0.172,-0.456,0.12,-0.377,0.107,-0.362,0.106
1910,6,-0.431,0.183,-0.466,0.171,-0.455,0.118,-0.376,0.107,-0.363,0.105
1910,7,-0.36,0.325,-0.484,0.165,-0.455,0.117,-0.375,0.107,-0.363,0.105
1910,8,-0.407,0.281,-0.499,0.159,-0.457,0.116,-0.373,0.105,-0.363,0.105
1910,9,-0.412,0.187,-0.506,0.158,-0.454,0.115,-0.372,0.104,-0.363,0.105
1910,10,-0.423,0.192,-0.509,0.158,-0.45,0.113,-0.371,0.102,-0.364,0.105
1910,11,-0.625,0.216,-0.518,0.168,-0.45,0.115,-0.369,0.101,-0.364,0.105
1910,12,-0.648,0.24,-0.524,0.165,-0.451,0.115,-0.369,0.1,-0.365,0.105
1911,1,-0.585,0.197,-0.535,0.159,-0.452,0.117,-0.369,0.1,-0.365,0.105
1911,2,-0.644,0.205,-0.542,0.144,-0.449,0.116,-0.367,0.1,-0.365,0.104
1911,3,-0.597,0.19,-0.547,0.136,-0.45,0.114,-0.368,0.1,-0.366,0.104
1911,4,-0.587,0.269,-0.536,0.13,-0.448,0.113,-0.37,0.1,-0.367,0.103
1911,5,-0.499,0.296,-0.509,0.123,-0.443,0.111,-0.37,0.1,-0.367,0.102
1911,6,-0.494,0.21,-0.471,0.117,-0.434,0.11,-0.372,0.1,-0.368,0.102
1911,7,-0.499,0.185,-0.441,0.113,-0.424,0.11,-0.373,0.1,-0.367,0.101
1911,8,-0.495,0.127,-0.4,0.109,-0.42,0.11,-0.373,0.099,-0.367,0.101
1911,9,-0.47,0.192,-0.382,0.108,-0.416,0.11,-0.374,0.099,-0.367,0.1
1911,10,-0.288,0.221,-0.355,0.103,-0.412,0.11,-0.376,0.1,-0.366,0.1
1911,11,-0.297,0.213,-0.336,0.1,-0.408,0.11,-0.378,0.1,-0.365,0.099
1911,12,-0.196,0.236,-0.309,0.11,-0.405,0.109,-0.381,0.1,-0.364,0.099
1912,1,-0.231,0.152,-0.293,0.107,-0.399,0.112,-0.383,0.1,-0.364,0.099
1912,2,-0.152,0.2,-0.293,0.114,-0.397,0.112,-0.384,0.1,-0.365,0.099
1912,3,-0.377,0.201,-0.299,0.118,-0.394,0.112,-0.387,0.101,-0.364,0.098
1912,4,-0.258,0.197,-0.322,0.121,-0.388,0.112,-0.388,0.1,-0.364,0.098
1912,5,-0.28,0.223,-0.335,0.126,-0.383,0.111,-0.388,0.099,-0.364,0.098
1912,6,-0.164,0.281,-0.357,0.125,-0.377,0.11,-0.388,0.1,-0.364,0.097
1912,7,-0.304,0.177,-0.378,0.122,-0.375,0.106,-0.387,0.099,-0.363,0.097
1912,8,-0.501,0.216,-0.407,0.116,-0.37,0.104,-0.385,0.098,-0.363,0.097
1912,9,-0.54,0.139,-0.415,0.112,-0.362,0.102,-0.383,0.097,-0.363,0.096
1912,10,-0.566,0.142,-0.425,0.104,-0.354,0.099,-0.384,0.096,-0.362,0.096
1912,11,-0.458,0.21,-0.437,0.097,-0.348,0.099,-0.384,0.095,-0.361,0.095
1912,12,-0.449,0.21,-0.458,0.096,-0.341,0.098,-0.386,0.094,-0.36,0.095
1913,1,-0.492,0.155,-0.463,0.103,-0.337,0.098,-0.386,0.094,-0.36,0.094
1913,2,-0.494,0.145,-0.45,0.098,-0.332,0.095,-0.388,0.093,-0.361,0.094
1913,3,-0.48,0.19,-0.443,0.099,-0.329,0.091,-0.387,0.092,-0.361,0.093
1913,4,-0.369,0.202,-0.424,0.108,-0.324,0.089,-0.386,0.09,-0.36,0.094
1913,5,-0.422,0.258,-0.412,0.106,-0.316,0.087,-0.386,0.09,-0.359,0.094
1913,6,-0.417,0.188,-0.379,0.105,-0.31,0.085,-0.386,0.089,-0.358,0.094
1913,7,-0.372,0.18,-0.347,0.104,-0.304,0.083,-0.385,0.09,-0.357,0.094
1913,8,-0.345,0.239,-0.327,0.108,-0.295,0.084,-0.385,0.091,-0.356,0.093
1913,9,-0.45,0.165,-0.317,0.105,-0.291,0.084,-0.383,0.091,-0.355,0.093
1913,10,-0.339,0.128,-0.314,0.107,-0.286,0.082,-0.38,0.089,-0.353,0.093
1913,11,-0.315,0.202,-0.303,0.102,-0.283,0.08,-0.376,0.088,-0.35,0.093
1913,12,-0.053,0.226,-0.288,0.092,-0.281,0.08,-0.374,0.088,-0.348,0.093
1914,1,-0.11,0.177,-0.272,0.093,-0.277,0.08,-0.37,0.087,-0.346,0.093
1914,2,-0.252,0.236,-0.257,0.102,-0.274,0.08,-0.367,0.086,-0.344,0.092
1914,3,-0.366,0.179,-0.24,0.103,-0.272,0.08,-0.365,0.085,-0.342,0.092
1914,4,-0.326,0.202,-0.215,0.106,-0.275,0.082,-0.362,0.084,-0.341,0.091
1914,5,-0.295,0.193,-0.204,0.098,-0.281,0.084,-0.36,0.084,-0.339,0.091
1914,6,-0.237,0.205,-0.215,0.102,-0.289,0.084,-0.358,0.085,-0.338,0.091
1914,7,-0.18,0.237,-0.226,0.098,-0.296,0.083,-0.356,0.085,-0.337,0.09
1914,8,-0.164,0.13,-0.218,0.096,-0.304,0.084,-0.356,0.085,-0.336,0.091
1914,9,-0.247,0.082,-0.188,0.087,-0.311,0.084,-0.356,0.086,-0.335,0.091
1914,10,-0.031,0.178,-0.167,0.078,-0.315,0.083,-0.355,0.086,-0.334,0.09
1914,11,-0.186,0.145,-0.143,0.084,-0.319,0.081,-0.355,0.087,-0.334,0.09
1914,12,-0.179,0.229,-0.127,0.083,-0.324,0.08,-0.354,0.086,-0.334,0.09
1915,1,-0.245,0.165,-0.122,0.086,-0.322,0.079,-0.352,0.084,-0.333,0.089
1915,2,-0.155,0.188,-0.118,0.081,-0.318,0.078,-0.351,0.083,-0.332,0.089
1915,3,-0.013,0.156,-0.114,0.08,-0.313,0.078,-0.348,0.083,-0.332,0.089
1915,4,-0.067,0.129,-0.125,0.082,-0.311,0.079,-0.345,0.082,-0.331,0.088
1915,5,-0.014,0.222,-0.119,0.083,-0.312,0.079,-0.343,0.082,-0.33,0.088
1915,6,-0.048,0.204,-0.13,0.078,-0.317,0.079,-0.341,0.082,-0.33,0.088
1915,7,-0.115,0.166,-0.129,0.074,-0.318,0.078,-0.34,0.082,-0.33,0.088
1915,8,-0.12,0.093,-0.124,0.073,-0.32,0.078,-0.339,0.081,-0.329,0.088
1915,9,-0.191,0.19,-0.151,0.075,-0.319,0.076,-0.336,0.08,-0.328,0.088
1915,10,-0.163,0.105,-0.171,0.077,-0.322,0.074,-0.334,0.08,-0.328,0.087
1915,11,-0.119,0.126,-0.194,0.081,-0.322,0.073,-0.331,0.08,-0.326,0.086
1915,12,-0.307,0.159,-0.221,0.081,-0.32,0.071,-0.329,0.079,-0.325,0.086
1916,1,-0.239,0.162,-0.235,0.078,-0.319,0.071,-0.326,0.078,-0.323,0.085
1916,2,-0.096,0.208,-0.251,0.079,-0.32,0.075,-0.322,0.078,-0.322,0.085
1916,3,-0.33,0.251,-0.267,0.089,-0.316,0.075,-0.319,0.077,-0.321,0.085
1916,4,-0.317,0.191,-0.291,0.101,-0.312,0.072,-0.317,0.076,-0.321,0.085
1916,5,-0.285,0.177,-0.332,0.112,-0.309,0.07,-0.315,0.075,-0.32,0.084
1916,6,-0.373,0.152,-0.367,0.121,-0.313,0.07,-0.312,0.075,-0.32,0.083
1916,7,-0.283,0.205,-0.398,0.126,-0.315,0.069,-0.309,0.075,-0.32,0.084
1916,8,-0.316,0.205,-0.446,0.122,-0.314,0.066,-0.306,0.075,-0.32,0.083
1916,9,-0.371,0.197,-0.484,0.122,-0.315,0.065,-0.303,0.075,-0.319,0.083
1916,10,-0.458,0.225,-0.498,0.121,-0.312,0.063,-0.301,0.076,-0.318,0.083
1916,11,-0.612,0.22,-0.519,0.117,-0.311,0.063,-0.3,0.076,-0.316,0.083
1916,12,-0.725,0.209,-0.523,0.117,-0.311,0.066,-0.3,0.076,-0.316,0.083
1917,1,-0.609,0.252,-0.519,0.115,-0.313,0.064,-0.3,0.076,-0.315,0.082
1917,2,-0.677,0.156,-0.513,0.111,-0.316,0.064,-0.301,0.077,-0.313,0.082
1917,3,-0.78,0.183,-0.501,0.107,-0.317,0.065,-0.3,0.076,-0.313,0.082
1917,4,-0.492,0.201,-0.5,0.099,-0.322,0.065,-0.298,0.076,-0.312,0.082
1917,5,-0.532,0.213,-0.492,0.093,-0.326,0.067,-0.299,0.076,-0.311,0.081
1917,6,-0.426,0.155,-0.497,0.085,-0.33,0.067,-0.3,0.076,-0.31,0.081
1917,7,-0.226,0.161,-0.49,0.082,-0.33,0.068,-0.299,0.077,-0.308,0.081
1917,8,-0.253,0.172,-0.483,0.081,-0.332,0.068,-0.297,0.076,-0.307,0.081
1917,9,-0.221,0.208,-0.457,0.073,-0.334,0.07,-0.295,0.076,-0.305,0.081
1917,10,-0.442,0.219,-0.458,0.075,-0.337,0.072,-0.293,0.076,-0.304,0.081
1917,11,-0.527,0.234,-0.448,0.083,-0.339,0.072,-0.291,0.076,-0.301,0.08
1917,12,-0.779,0.177,-0.441,0.084,-0.341,0.074,-0.29,0.075,-0.301,0.079
1918,1,-0.526,0.181,-0.446,0.097,-0.344,0.074,-0.288,0.074,-0.298,0.079
1918,2,-0.593,0.148,-0.459,0.106,-0.345,0.076,-0.287,0.075,-0.297,0.078
1918,3,-0.466,0.139,-0.461,0.101,-0.344,0.079,-0.286,0.074,-0.295,0.078
1918,4,-0.5,0.163,-0.431,0.089,-0.344,0.08,-0.285,0.074,-0.294,0.078
1918,5,-0.421,0.119,-0.399,0.084,-0.347,0.082,-0.284,0.074,-0.293,0.078
1918,6,-0.343,0.202,-0.358,0.083,-0.348,0.082,-0.281,0.074,-0.292,0.077
1918,7,-0.284,0.15,-0.335,0.087,-0.347,0.083,-0.28,0.074,-0.291,0.078
1918,8,-0.409,0.211,-0.301,0.083,-0.349,0.081,-0.28,0.075,-0.29,0.079
1918,9,-0.239,0.184,-0.293,0.077,-0.348,0.08,-0.278,0.076,-0.289,0.079
1918,10,-0.089,0.182,-0.265,0.082,-0.347,0.08,-0.276,0.076,-0.288,0.078
1918,11,-0.143,0.238,-0.249,0.085,-0.347,0.08,-0.274,0.076,-0.286,0.078
1918,12,-0.278,0.212,-0.241,0.092,-0.343,0.08,-0.273,0.074,-0.284,0.077
1919,1,-0.247,0.202,-0.242,0.088,-0.34,0.082,-0.274,0.074,-0.282,0.077
1919,2,-0.189,0.145,-0.237,0.089,-0.338,0.081,-0.273,0.073,-0.282,0.077
1919,3,-0.371,0.179,-0.245,0.082,-0.334,0.08,-0.27,0.073,-0.281,0.077
1919,4,-0.164,0.16,-0.264,0.083,-0.328,0.078,-0.27,0.072,-0.28,0.076
1919,5,-0.236,0.095,-0.288,0.078,-0.32,0.076,-0.269,0.073,-0.28,0.077
1919,6,-0.237,0.255,-0.3,0.08,-0.31,0.075,-0.268,0.073,-0.279,0.077
1919,7,-0.3,0.121,-0.296,0.08,-0.304,0.075,-0.268,0.073,-0.278,0.077
1919,8,-0.352,0.174,-0.305,0.096,-0.298,0.076,-0.27,0.073,-0.278,0.077
1919,9,-0.337,0.149,-0.286,0.099,-0.288,0.075,-0.27,0.074,-0.277,0.078
1919,10,-0.309,0.19,-0.291,0.109,-0.282,0.076,-0.272,0.073,-0.276,0.078
1919,11,-0.441,0.208,-0.286,0.116,-0.278,0.078,-0.273,0.073,-0.275,0.078
1919,12,-0.421,0.264,-0.28,0.119,-0.276,0.079,-0.274,0.072,-0.274,0.077
1920,1,-0.2,0.166,-0.277,0.124,-0.275,0.081,-0.276,0.073,-0.274,0.077
1920,2,-0.287,0.19,-0.262,0.128,-0.276,0.08,-0.278,0.073,-0.273,0.076
1920,3,-0.144,0.167,-0.247,0.129,-0.278,0.08,-0.28,0.073,-0.271,0.075
1920,4,-0.229,0.226,-0.235,0.126,-0.275,0.079,-0.281,0.074,-0.269,0.075
1920,5,-0.179,0.198,-0.221,0.119,-0.271,0.077,-0.283,0.075,-0.268,0.075
1920,6,-0.154,0.226,-0.218,0.113,-0.263,0.077,-0.284,0.075,-0.266,0.075
1920,7,-0.269,0.179,-0.216,0.112,-0.258,0.075,-0.285,0.075,-0.265,0.075
1920,8,-0.177,0.194,-0.208,0.109,-0.254,0.076,-0.285,0.075,-0.264,0.075
1920,9,-0.15,0.208,-0.221,0.104,-0.253,0.076,-0.285,0.078,-0.262,0.075
1920,10,-0.162,0.206,-0.224,0.105,-0.249,0.079,-0.285,0.079,-0.261,0.075
1920,11,-0.275,0.143,-0.23,0.107,-0.246,0.079,-0.284,0.078,-0.257,0.074
1920,12,-0.388,0.102,-0.232,0.102,-0.242,0.082,-0.281,0.078,-0.255,0.074
1921,1,-0.18,0.153,-0.217,0.101,-0.242,0.082,-0.277,0.078,-0.252,0.074
1921,2,-0.186,0.149,-0.217,0.101,-0.239,0.081,-0.277,0.077,-0.25,0.073
1921,3,-0.303,0.121,-0.218,0.092,-0.24,0.082,-0.273,0.076,-0.248,0.073
1921,4,-0.267,0.172,-0.209,0.092,-0.24,0.084,-0.272,0.076,-0.246,0.073
1921,5,-0.244,0.184,-0.197,0.086,-0.238,0.085,-0.271,0.076,-0.245,0.072
1921,6,-0.178,0.163,-0.176,0.088,-0.232,0.083,-0.268,0.075,-0.243,0.072
1921,7,-0.09,0.103,-0.185,0.093,-0.233,0.084,-0.268,0.076,-0.241,0.071
1921,8,-0.177,0.186,-0.195,0.095,-0.232,0.086,-0.266,0.076,-0.239,0.072
